Worker size,Energy (FA),Energy (MZ),Time (FA),CPU time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
A1,1979.298,-5.854,19,18.6346,382,12.2766,9.36477,9.40876
A1,777.852,-75.708,17,16.789,346,15.8215,9.99714,9.77584
A1,1674.990,-40.612,18,17.6754,201,13.7599,9.53128,8.96994
A1,945.503,247.384,20,19.914,259,14.6424,14.5395,14.4018
A1,769.402,-37.115,14,13.6985,263,18.0596,11.6576,11.8941
A1,987.432,45.468,19,18.3754,283,12.2862,9.5729,9.18703
A1,1066.639,44.878,19,18.6405,249,18.4313,14.479,14.1692
A1,3041.693,151.987,19,19.0576,229,16.688,14.4499,14.9088
A1,753.136,-29.250,14,14.2252,190,17.9727,11.6206,11.2428
A1,831.678,-35.531,18,17.6346,186,15.937,14.1467,14.232
A1,1470.032,3.454,19,18.4084,252,17.5566,16.4778,16.2076
A1,679.897,-61.995,20,19.9548,323,11.642,8.57,8.22907
A1,948.927,31.950,21,20.9965,312,15.237,15.5121,15.725
A1,1572.639,-22.994,19,18.3744,323,17.9775,14.7658,14.6898
A1,2788.144,260.631,18,18.6325,332,17.8193,16.5745,16.1678
A1,1271.952,334.709,17,16.2288,297,15.5077,14.1952,14.1597
A1,1062.231,41.661,17,16.6819,365,15.2936,14.9042,15.2457
A1,926.469,-47.019,19,18.9751,360,13.5546,10.3936,10.6817
A1,990.906,205.952,17,17.7697,281,15.5877,16.284,16.8145
A1,840.972,78.466,17,16.9944,206,15.9704,12.1415,12.1128
A1,3901.964,156.455,20,20.6794,329,20.0242,15.5357,14.9864
A1,898.035,681.214,18,18.0811,318,18.5189,18.5417,17.0394
A1,2263.590,53.900,19,19.0573,359,16.667,15.6986,15.3355
A1,5114.446,48.977,19,19.8482,378,12.7419,14.1133,13.032
A1,692.615,16.517,17,16.8528,209,14.988,13.1432,13.6434
A1,934.190,-45.655,18,17.3421,308,20.2472,17.5197,16.8261
A1,3988.113,-38.793,20,20.6194,333,17.3316,12.9921,12.7146
A1,1489.823,-40.923,15,15.0183,347,16.8278,14.6699,14.5165
A1,2284.494,5.375,17,16.8252,228,19.0731,18.9328,17.632
A1,1021.709,-20.901,19,18.8022,240,17.9626,14.0753,13.2888
A1,573.857,83.787,19,18.5807,375,13.565,11.9904,11.4159
A1,591.819,-54.448,16,16.2242,292,11.3555,9.61945,8.64801
A1,945.400,-13.744,20,20.0663,289,17.673,16.2618,15.7807
A1,1362.332,-39.636,18,17.7967,286,14.7324,15.0476,14.9518
A1,1804.111,61.922,19,18.9879,157,18.3145,18.4247,18.3201
A1,806.179,-69.703,22,21.7616,207,17.6305,9.34426,9.33029
A1,1088.401,-17.519,16,16.2028,359,16.9271,16.1277,16.2101
A1,630.143,-1.142,17,17.4838,381,11.4826,11.8343,11.6445
A1,2759.080,-54.805,18,17.6119,269,15.8727,13.6221,13.4845
A1,1578.040,383.094,19,19.1478,137,19.166,17.5018,16.8806
A1,550.960,-23.037,16,15.508,137,17.7691,14.2982,14.581
A1,1047.306,226.054,20,19.7536,205,16.0127,13.957,14.7556
A1,1034.001,7.176,17,17.0961,284,13.5953,11.0222,10.2062
A1,542.475,-47.701,19,18.565,187,12.9778,9.89168,9.80399
A1,987.211,23.828,20,19.4739,213,16.9192,11.5302,10.2304
A1,829.726,38.563,19,18.6765,382,14.0149,12.1226,11.9288
