Worker size,Energy (FA),Energy (MZ),Time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
F16,-116.696,-7.670,3,25,6.50469,6.43554,5.69065
F16,-136.878,11.823,3,66,4.53682,4.1221,2.89366
F16,-84.884,-18.449,3,20,9.50758,8.445,6.97159
F16,-145.997,-36.445,3,46,3.548,3.35132,2.76673
F16,-106.414,-0.798,3,41,7.11577,6.95528,5.04741
F16,-137.194,-1.725,3,43,3.9102,3.86279,2.28691
F16,-124.669,-13.286,3,18,6.58691,6.59367,5.22373
F16,-110.832,-6.267,3,32,6.184,5.87233,5.27488
F16,-131.883,-22.529,3,20,6.94465,6.82568,5.31382
F16,-111.766,-20.426,3,15,7.50901,7.26775,5.68324
F16,-70.697,-10.084,3,39,13.4233,13.4808,12.2103
F16,-66.196,8.743,4,45,8.93163,8.73174,8.6064
F16,-64.573,56.764,3,42,11.8926,11.7993,10.9564
F16,-84.923,-16.763,3,35,9.59775,9.38018,7.43561
F16,-39.866,-24.378,3,45,8.16214,7.33542,6.54683
F16,-46.753,-20.672,3,64,12.0812,11.9669,11.1292
F16,-0.970,52.576,3,32,8.73425,7.0337,6.73535
F16,-124.333,-2.491,3,46,5.34501,4.97111,2.68363
F16,-143.731,-35.671,3,38,4.37681,4.29369,3.23276
F16,-86.973,-12.484,3,65,10.9529,9.96954,10.0074
F16,-94.342,26.900,3,72,11.363,11.3407,10.9164
F16,-131.942,-28.302,3,26,4.5384,4.52063,3.63637
F16,-122.881,-30.616,3,41,6.5676,6.84589,5.24624
F16,-133.316,-25.315,3,28,5.47981,4.9579,3.56552
F16,-85.427,2.485,3,106,11.3132,10.7753,10.5816
F16,-92.002,-9.227,3,30,11.3996,11.3116,11.3338
F16,-124.135,-36.256,3,31,8.90103,8.25324,6.57064
F16,-123.994,-30.481,3,29,3.41593,3.37704,2.62957
F16,-135.824,-1.523,3,41,4.10796,3.57952,2.68634
F16,-105.149,-27.173,3,21,8.94665,8.33386,6.20307
F16,-118.030,-20.583,3,70,4.92397,4.52434,3.05934
F16,-122.775,-11.971,3,34,5.06728,5.16389,3.90924
F16,-141.509,-34.672,3,53,4.10956,3.66566,3.04291
F16,-123.193,-29.805,3,20,6.32848,6.13798,3.53532
F16,-72.130,-10.451,3,71,11.0282,11.6198,10.9058
F16,-40.518,45.101,3,52,8.28159,8.97858,6.13751
F16,-75.166,7.081,4,69,11.8157,11.9239,11.376
F16,-33.478,-16.744,3,49,8.6508,6.42825,6.25377
F16,-93.004,1.923,2,42,10.7277,10.7939,9.69776
F16,-109.006,82.773,3,40,6.81672,6.69737,5.20825
F16,-58.935,-5.625,3,32,7.78413,7.49818,5.11643
F16,-96.789,-19.048,3,45,7.05874,6.69802,4.99478
F16,-71.412,11.056,3,33,12.4496,13.7003,13.3187
F16,-68.395,1.586,4,44,10.462,11.2466,9.95059
F16,-52.944,-8.296,3,33,8.18506,7.15683,6.56962
F16,-154.639,-35.334,3,55,3.714,3.82714,2.40658
F16,-76.018,-15.699,3,62,12.6363,13.6429,13.741
F16,-124.854,-30.678,3,33,8.55174,8.52481,6.56043
F16,-121.702,-15.934,3,48,4.31843,3.8446,2.90031
F16,-72.849,5.882,3,36,11.0884,11.0242,9.71102
F16,-122.264,-6.600,3,34,6.21405,5.48168,3.80435
F16,-127.630,-8.069,3,44,14.2729,13.9125,13.2221
F16,-83.963,90410.492,3,17,13.3094,13.3772,13.11
F16,-89.949,4.082,3,41,10.4213,11.0173,10.3511
F16,-107.747,-34.717,3,28,8.09797,7.87096,6.14224
F16,-78.924,2.928,3,91,10.7332,12.0183,11.3028
F16,-42.455,-10.576,3,66,9.16081,9.39757,5.68882
F16,-133.528,-34.121,3,41,5.63959,5.34241,5.10059
F16,-68.726,-2.402,3,81,13.5037,13.7002,13.3782
F16,-139.266,48.629,3,71,5.88729,5.249,3.74454
F16,-106.450,11.118,3,17,7.98364,8.22776,7.85194
F16,-40.591,52.691,3,58,8.16587,7.83582,6.34641
F16,-89.231,32.525,3,22,7.77022,7.29032,7.13892
F16,-87.814,44.079,3,35,9.60352,9.52278,8.75558
F16,-76.812,-8.359,4,44,8.90764,8.44548,8.1925
F16,-83.392,5.763,3,34,13.2672,13.2395,13.0677
F16,-127.320,-29.198,3,39,6.29659,5.31814,3.38151
F16,-55.339,1.831,3,29,11.8989,11.4991,11.2499
F16,-93.607,37.466,3,69,11.4161,10.6058,10.2577
F16,-80.256,-19.023,3,27,10.8389,10.6094,9.06524
F16,-131.582,-29.238,3,18,4.42098,4.17557,2.70495
F16,-130.080,-31.734,3,43,5.05009,4.47895,3.84819
F16,-113.413,-22.869,3,34,6.88546,6.85822,5.27288
F16,-116.478,5.679,3,35,6.69052,6.37524,5.19347
F16,-65.432,1.128,3,40,10.4328,10.1721,9.61352
F16,-31.697,30.023,3,33,7.52566,6.43654,5.85998
F16,-104.137,-5.589,3,55,5.89053,4.74363,3.98316
F16,-56.325,-0.835,3,33,7.63601,7.45196,4.02145
F16,-82.567,4.581,3,31,11.5127,12.4862,11.3308
F16,-134.568,-26.089,3,21,5.37932,5.10885,4.04903
F16,-96.199,7.422,3,61,12.2,12.0805,12.0931
F16,-123.638,-15.790,3,30,4.85941,5.02564,3.89224
F16,-42.607,71.506,4,54,9.95772,10.3625,8.70759
F16,-104.125,-27.734,3,42,7.47974,6.67185,3.62925
F16,-78.015,-19.487,3,41,6.20726,5.49533,4.06234
F16,-138.847,-29.474,3,20,4.77946,4.69148,3.85769
F16,-125.347,-22.828,3,17,5.59766,5.57184,3.55347
F16,-94.791,-13.503,3,66,8.2245,7.19791,4.52224
F16,-85.571,5.401,3,71,12.2465,13.0225,12.4136
F16,-120.375,-33.556,3,37,7.21746,7.37435,5.12595
F16,-85.129,18.220,3,23,10.4255,10.2836,8.27409
F16,-115.580,-24.708,3,41,4.77482,4.49028,3.07815
F16,-136.181,27.094,3,44,5.16988,4.91031,3.45395
F16,-45.943,21.705,3,43,9.90251,9.32802,7.54968
F16,-94.549,-11.801,3,49,12.5912,12.9694,9.83571
F16,-103.982,-26.784,3,25,4.20747,5.19984,4.52232
F16,-78.193,44.509,3,33,12.086,12.1375,11.6746
F16,-21.699,75.118,3,52,7.0317,6.57208,5.46672
F16,-102.927,-25.337,3,56,9.79862,9.73058,8.28084
F16,-131.276,-24.019,3,56,5.56731,4.54448,3.73367
F16,-33.932,21.557,3,52,6.18038,5.74132,4.52769
F16,-47.659,-22.212,3,38,6.59918,6.77537,5.67205
F16,-58.874,-0.041,3,45,13.6529,13.7326,12.7373
F16,-42.924,1.507,3,33,7.95723,8.21873,6.33967
F16,-121.977,-31.332,3,36,6.43302,6.73162,5.52266
F16,-99.406,-13.459,3,53,8.75035,9.07777,6.97623
F16,-65.165,-0.260,3,48,11.3606,10.9397,10.996
F16,-39.724,-15.957,3,77,7.20251,6.43834,5.36629
F16,-135.612,-3.365,3,43,3.72759,3.75521,2.73875
F16,-109.849,-9.701,3,55,5.93967,6.21066,4.92542
F16,-78.300,11.401,3,46,12.84,12.5176,11.7728
F16,-74.810,-5.363,3,68,10.4026,10.3719,10.29
F16,-152.933,-17.022,4,50,4.78259,4.61751,2.90603
F16,-103.566,-17.593,3,21,7.35848,6.7246,5.89282
F16,-130.046,3.519,3,45,4.23297,4.07453,2.96941
F16,-81.827,-5.036,3,54,11.7824,12.2412,11.8736
F16,-111.882,1127.507,3,30,6.93418,6.25611,5.13943
F16,-77.686,6.725,3,71,9.28341,9.0273,8.53634
F16,-110.747,-10.613,3,69,11.2095,11.4185,10.9002
F16,-63.239,7.135,3,41,11.9577,11.4254,11.0474
F16,-6.563,60.104,3,50,12.1906,12.0309,11.4494
F16,-112.062,2.584,3,104,5.43635,4.90552,3.26124
F16,-38.383,16.183,3,61,9.66708,10.3465,8.59212
F16,-91.561,2.564,3,24,13.7311,12.8425,12.8572
F16,-80.405,-30.147,3,68,10.3058,10.3307,8.72193
F16,-103.104,-27.333,3,42,7.97447,7.97799,5.84671
F16,-74.210,-6.285,3,35,8.31119,7.45532,7.18238
F16,-110.933,-12.370,3,21,5.45481,5.51573,3.49093
F16,-130.081,-30.508,4,51,7.35613,6.94103,5.61395
F16,-93.407,-8.948,3,52,12.746,13.2654,13.6021
F16,-86.309,-4.513,3,44,10.8041,11.0945,10.7095
F16,-34.904,-10.421,3,45,8.7483,8.84101,5.89611
F16,-122.912,-32.946,3,40,5.04996,5.10806,4.08413
F16,-100.435,-23.324,3,70,5.05258,4.70738,3.52303
F16,-7.786,29.280,4,84,9.42356,8.77228,6.76121
F16,-79.308,-5.159,3,36,12.6849,13.8056,13.4529
F16,-86.456,0.427,3,32,11.9454,11.8392,11.932
F16,-100.101,-4.113,3,63,6.69015,7.071,4.59369
F16,-135.272,-23.078,3,21,4.41014,3.91202,2.88913
F16,-121.639,-31.633,3,55,7.1827,5.9691,4.46541
F16,-106.277,6.613,3,54,6.00698,5.04609,3.66517
F16,-127.818,-25.527,3,39,5.61653,4.84327,3.9212
F16,-42.944,-2.243,3,87,10.1554,11.7214,11.6668
F16,-127.640,-15.410,3,26,5.75373,5.22672,4.03756
F16,-97.198,-31.014,3,38,5.88241,4.15048,3.21868
F16,-114.653,-24.497,3,15,5.65037,5.97251,4.18285
F16,-89.633,4.866,3,74,12.8311,12.8406,12.9678
F16,-66.668,8.988,3,36,11.8838,11.6212,10.3054
F16,-33.346,41.280,3,41,5.71551,4.36826,3.8616
F16,-109.066,-6.494,4,71,7.2299,5.09516,3.95228
F16,-67.436,-6.376,3,31,13.5659,13.2142,12.6141
F16,-119.432,44.990,3,35,8.771,8.50352,7.44642
F16,-113.239,-26.224,3,36,6.19791,5.27887,3.72152
F16,-43.714,-10.904,3,75,7.03945,6.13335,5.49897
F16,-84.789,-2.139,4,55,10.0532,10.2178,10.3347
F16,-113.989,-14.011,3,36,4.684,6.15862,4.91714
F16,-152.002,-23.819,3,35,3.86838,4.048,2.53698
F16,-122.970,-29.646,3,51,5.159,5.19509,3.9371
F16,-117.014,-15.474,3,19,5.59496,5.66557,4.11755
F16,-80.027,-12.231,3,48,10.4623,10.5658,10.2472
F16,-52.399,-22.856,3,74,8.29779,8.41752,5.67242
F16,-119.510,-26.864,3,16,6.71439,6.55257,4.93536
F16,-65.507,-12.578,3,44,10.5687,10.8386,11.1796
F16,-60.893,-0.049,3,20,5.21008,4.33446,3.94462
F16,-101.181,-19.522,3,20,7.93488,7.40136,5.28742
F16,-100.387,4.170,3,19,11.2655,11.1264,10.9425
F16,-116.325,-22.736,3,35,7.98554,7.89729,6.37964
F16,-38.332,-7.838,3,94,8.53349,7.87449,5.00827
F16,-36.296,2.835,3,36,8.84873,8.61983,8.17162
F16,-118.245,-34.834,3,22,7.82114,8.01717,5.95087
F16,-71.643,-9.775,3,136,11.5079,11.5964,11.1748
F16,-49.526,-10.842,3,49,6.56925,6.84902,5.94426
F16,-119.634,-14.429,3,38,5.82046,4.48848,3.57919
F16,-98.513,-19.965,3,20,6.95171,6.72849,4.53831
F16,-92.396,10.144,3,46,12.0116,11.8003,11.0471
F16,-73.200,-19.650,3,30,9.86889,8.35972,7.06717
F16,-114.290,27290.893,3,10,5.2776,4.97277,3.76839
F16,-123.730,-34.092,3,37,7.78806,7.36831,5.63823
F16,-105.158,-14.375,2,33,7.575,7.73023,5.87368
F16,-66.778,8.659,3,35,11.7085,13.0149,11.8446
F16,-59.304,-28.758,3,47,10.3977,9.23333,7.75897
F16,-127.939,-31.846,3,40,4.06671,3.28712,2.60348
F16,-129.065,-12.871,3,47,5.52068,5.20595,3.12924
F16,-121.394,-5.299,3,48,5.52589,5.67507,4.18867
F16,-93.636,58.737,3,37,9.66691,9.63396,9.28617
F16,-105.032,-2.017,3,31,6.52085,5.64568,4.50665
F16,-5.590,-4.076,4,45,10.3228,8.63342,8.16486
F16,-104.501,-6.344,3,100,11.6147,11.7937,11.7339
F16,-140.116,1.471,3,23,3.9044,4.1442,3.65288
F16,-87.935,-10.788,4,121,11.4388,11.3764,10.9055
F16,-110.927,-20.290,3,20,5.38998,5.48636,3.4896
F16,-111.963,-18.089,3,19,7.11576,7.65979,5.38931
F16,-112.307,-31.992,3,35,6.9895,7.08031,5.31814
F16,-148.468,-5.472,3,29,4.44257,4.24468,2.62546
F16,-47.391,38.362,3,59,9.94045,9.70439,5.63606
F16,-135.766,-17.345,3,44,4.18042,4.00992,2.69559
F16,-62.919,14.803,3,42,11.9444,11.7759,11.5108
F16,-65.027,-7.240,3,132,9.90179,10.0651,9.44318
F16,-30.967,0.153,3,126,11.7596,12.3156,11.6007
F16,-137.030,-30.782,3,35,6.09161,6.21033,5.29163
F16,-77.618,-16.350,3,20,7.07138,6.98667,5.91411
F16,-114.525,-1.801,3,49,4.96307,4.55476,3.54611
F16,-64.489,17.705,3,45,8.622,7.88169,6.56681
F16,-99.241,-25.499,3,30,5.12081,4.28851,3.5649
F16,-137.994,5.364,3,52,4.81689,4.4185,3.19191
F16,-60.919,2.165,3,73,12.0002,12.0228,10.4555
F16,-89.898,-2.432,3,95,12.0585,12.2247,12.4562
F16,-119.303,-18.972,3,37,5.96874,5.4974,3.18146
F16,-88.144,7.596,3,34,11.5823,11.5354,11.2728
F16,-120.438,-8.563,3,21,5.40477,5.47366,4.51007
F16,-75.073,3.816,3,58,10.0026,8.32887,7.01667
F16,-113.674,-28.648,3,58,4.48883,4.1041,3.22722
F16,-105.008,-27.776,3,17,6.13268,6.16113,4.17018
F16,-92.131,-22.269,3,50,7.18566,6.56174,4.21457
F16,-50.510,1.283,3,42,9.4172,7.49156,6.89262
F16,-107.028,-20.012,3,41,5.39391,4.72983,3.74184
F16,-128.975,-24.788,3,31,4.98264,4.76341,3.76903
F16,-75.102,7.139,3,32,10.299,10.9521,9.72124
F16,-51.824,27.342,3,50,11.0997,10.2892,10.0365
F16,-122.464,-26.813,3,20,4.54606,3.98169,3.07854
F16,-59.380,10.363,3,59,10.5726,10.2318,10.2239
F16,-85.753,22.182,3,51,12.1632,12.0578,11.9871
F16,-137.598,8.663,3,27,4.43263,3.57943,2.90587
F16,-39.169,22.563,3,53,6.69326,6.38674,3.85805
F16,-100.713,-11.023,3,18,6.6526,6.34756,4.7522
F16,-143.313,-31.657,3,28,4.94039,4.24348,2.95978
F16,-119.386,55.348,3,42,7.20093,6.98426,4.95459
F16,-121.266,19.848,3,39,6.83411,6.2362,4.87842
F16,-134.331,-9.911,3,24,6.11001,5.5073,4.13389
F16,-97.481,38.129,3,31,11.8236,11.6233,11.7141
F16,-66.775,4.996,3,49,10.8431,12.0473,12.1451
F16,-70.745,1.514,3,19,13.2929,13.3867,13.4288
F16,-72.006,18.426,3,49,13.4825,13.3259,13.0694
F16,-44.660,-27.219,3,49,6.038,6.22017,5.73473
F16,-70.048,-37.670,3,39,6.70922,4.61821,3.94205
F16,-97.553,-15.995,3,58,7.64349,7.4719,6.15101
F16,-136.837,-21.270,3,37,4.21535,4.08056,2.72768
F16,-77.236,-14.569,3,30,13.0522,12.9103,12.9128
F16,-107.677,3.104,3,30,5.95409,5.11242,3.92922
F16,-108.337,-21.565,3,21,5.90535,5.90385,4.39617
F16,-117.127,10.916,3,40,8.19608,8.34972,5.86824
F16,-118.108,-33.914,2,24,6.91984,6.73006,4.84429
F16,-137.289,-42.241,3,32,3.7537,3.50937,2.47348
F16,-105.457,-33.704,4,29,4.67287,4.15963,2.96798
F16,-115.548,-24.731,3,42,7.74116,7.48035,5.87983
F16,-44.903,47.178,3,55,11.2342,9.96314,8.69482
F16,-147.166,-43.939,3,39,3.80287,3.81621,2.66572
F16,-126.603,-30.662,3,56,5.45607,6.12953,4.1843
F16,-114.578,-23.978,3,51,8.14244,6.67225,4.77802
F16,-109.787,-29.182,3,90,9.41599,9.00047,7.74069
F16,-115.972,-26.830,3,59,7.3084,7.24403,5.63211
F16,-95.800,-27.638,3,94,5.43616,4.56671,2.96035
F16,-117.619,14.365,3,56,4.87772,4.73043,3.32587
F16,-119.561,-32.243,3,25,7.09321,6.90336,4.67404
F16,-116.943,-21.954,3,29,4.52259,4.33084,2.58101
F16,-127.659,-27.537,3,27,5.07085,5.20922,3.89356
F16,-96.367,-18.935,3,36,8.72221,7.94633,5.606
F16,-119.654,-19.127,3,22,4.90339,4.30029,3.1799
F16,-121.829,-16.867,3,34,5.56737,5.12311,3.72756
F16,-56.947,-4.106,3,47,11.9888,12.0634,11.0637
F16,-90.561,10.657,3,32,13.0518,12.8074,12.582
F16,-91.351,1.949,3,112,10.2452,10.6848,10.1252
F16,-98.124,-20.174,3,27,7.7112,7.34811,5.00027
F16,-97.281,-17.083,3,27,7.23499,6.97246,5.02985
F16,-99.578,1.099,3,14,3.67968,3.48802,2.26573
F16,-130.498,-39.288,3,50,6.4163,6.5468,4.69531
F16,-57.402,-9.104,3,73,12.7417,12.4929,12.2657
F16,-119.359,-24.175,3,66,4.51394,4.33456,3.13
F16,-52.042,0.257,4,64,10.5862,11.4615,9.00143
F16,-92.649,-11.263,3,28,8.09622,7.44112,5.63253
F16,-89.330,-10.566,3,37,11.0663,10.72,9.76847
F16,-113.212,-16.347,3,30,5.90742,6.58567,5.73873
F16,-92.164,-27.552,3,50,13.333,13.3774,13.5294
F16,-76.580,14.748,3,52,10.4074,9.86691,9.44903
F16,-97.912,24.049,3,42,11.546,12.185,11.7387
F16,-92.855,7.711,3,60,10.5185,10.1804,9.54204
F16,-137.583,-24.122,3,45,4.40665,3.83626,2.81615
F16,-133.311,-19.076,3,40,7.6024,7.24784,4.73393
F16,-81.052,-0.696,3,43,9.19884,9.85052,9.65725
F16,-47.175,-12.779,3,34,7.62951,7.40983,4.56031
F16,-82.868,24.085,3,68,10.7259,10.0819,9.12681
F16,-98.913,-20.677,3,29,5.13837,4.8015,3.46017
F16,-131.026,-45.644,3,36,3.75992,3.03397,2.48611
F16,-35.592,32.294,3,44,6.57009,6.3523,5.6417
F16,-105.706,-25.528,2,67,7.0669,5.10641,4.24311
F16,-112.075,-18.756,4,23,5.70997,5.75398,4.03414
F16,-115.483,74.106,3,73,5.81795,5.04859,4.41728
F16,-99.921,-14.862,3,65,5.37385,3.84356,2.59535
F16,-135.216,-27.405,3,32,3.04035,3.09454,2.53814
F16,-43.454,6.279,4,34,8.78312,8.9279,7.42615
F16,-61.149,196.559,3,55,12.8864,13.1364,13.6816
F16,-61.299,24.111,3,56,10.9817,11.7644,11.05
F16,-117.466,-11.630,3,35,8.95622,8.43971,6.87236
F16,-102.838,40.803,4,38,7.57593,6.91321,5.89158
F16,-133.337,-35.420,3,25,3.59363,3.73697,2.77099
F16,-130.042,6.018,3,16,3.90548,3.84774,2.46163
F16,-57.331,16.086,3,33,10.7285,10.0323,9.59585
F16,-139.387,-41.684,3,48,3.87114,4.16508,3.5492
F16,-120.441,-21.155,3,50,14.5138,14.1274,13.4447
F16,-64.193,32.307,4,69,7.05529,6.5413,5.61446
F16,-108.577,-34.669,3,36,5.91634,7.0465,5.45322
F16,-112.469,-8.144,3,66,5.30204,5.74578,3.98725
F16,-36.044,4.596,3,42,11.6242,11.4923,10.822
F16,-80.551,-10.374,4,29,7.0132,5.84871,4.87509
F16,-123.028,16.400,3,31,6.9974,5.5139,3.84848
F16,-81.137,-7.911,3,31,6.21925,5.1605,3.95432
F16,-47.663,6.085,3,42,8.95328,9.08545,6.62936
F16,-89.384,-3.399,3,46,11.2643,11.5687,11.1504
F16,-83.245,-4.624,3,32,10.8962,10.8432,9.91267
F16,-67.391,-12.862,3,36,10.6035,10.1925,8.7704
F16,-111.540,-10.050,3,28,6.19223,6.41317,5.49509
F16,-21.138,464.864,3,10,11.9347,11.5761,9.58586
F16,-123.410,49.094,3,35,5.31147,5.30311,3.968
F16,-12.854,28.410,3,55,7.46632,7.84966,6.39331
F16,-65.208,5.728,3,43,11.1336,10.9665,9.25888
F16,-104.250,-16.837,3,45,12.2027,13.6647,13.5726
F16,-149.473,-14.222,3,26,3.46456,3.12449,2.06241
F16,-129.557,13.618,3,23,5.42207,5.258,3.71597
F16,-116.749,-28.859,3,34,7.55067,7.03047,4.65675
F16,-100.620,-18.925,2,27,6.7001,6.17573,4.68667
F16,-134.782,-13.241,3,40,5.18397,4.65694,3.68876
F16,-89.685,42.019,3,71,11.2876,12.5616,11.9926
F16,-97.075,-15.948,3,56,7.49384,6.9663,4.82186
F16,-104.966,-36.069,3,32,4.63683,3.53653,2.69641
F16,-103.803,-3.804,3,43,6.7,5.96758,5.17773
F16,-79.378,31.478,3,103,10.1932,10.5256,9.5438
F16,-153.098,-33.013,3,44,3.20355,3.0026,2.49672
F16,-129.100,-36.570,3,57,7.04824,6.94487,4.99287
F16,-122.001,134.571,4,32,5.28275,5.80698,3.94024
F16,-84.137,-28.528,3,41,6.46453,5.76364,3.89601
F16,-105.448,-17.794,3,19,8.87623,8.54825,7.24619
F16,-52.317,-11.909,3,27,7.66052,6.91819,4.87956
F16,-25.610,59.010,3,32,7.05476,7.15428,5.82547
F16,-98.182,-21.017,3,54,6.70671,7.22146,5.23635
F16,-137.260,-17.779,3,21,4.03571,4.2798,2.83217
F16,-40.157,23.177,3,55,7.21533,7.10712,7.21963
F16,-41.880,-29.845,3,49,11.9228,10.5306,8.65795
F16,-87.660,-17.059,2,51,14.8025,14.4196,13.3387
F16,-15.851,-14.699,3,64,9.02134,8.91633,7.24463
F16,-112.626,-16.773,4,41,4.58072,4.87597,3.70511
F16,-17.360,8.264,3,57,11.4698,11.1066,8.9176
F16,-122.701,-7.694,3,52,4.50341,4.70153,3.47535
F16,-58.908,128482.414,3,12,7.35003,6.2064,3.82941
F16,-57.430,31.737,3,47,13.4365,13.8672,13.4277
F16,-105.366,34.842,3,37,8.12093,6.68356,4.54341
F16,-100.979,-22.355,3,31,12.8683,13.3665,13.2052
F16,-87.141,-18.685,3,53,11.5952,11.3074,10.3813
F16,-119.946,-13.578,4,22,6.86199,6.52217,4.7656
F16,-96.511,34252.734,3,9,8.15774,7.7118,5.22358
F16,-37.798,6.490,3,82,10.3827,10.2604,9.90374
F16,-49.065,665.599,3,32,8.43246,6.88805,6.40073
F16,-135.530,-37.580,3,30,7.09745,6.83786,4.83436
F16,-59.688,150.765,3,47,11.631,11.2458,10.7466
F16,-70.495,-15.686,3,17,10.9137,10.1404,7.14271
F16,-46.141,12.144,3,36,11.6312,12.5413,10.6421
F16,-125.759,1.890,3,50,6.00225,5.64818,3.79728
F16,-56.762,-16.915,3,61,13.0188,13.294,12.2733
F16,-102.047,-20.447,3,38,6.38461,4.98444,3.81548
F16,-97.256,-24.675,3,38,8.93151,7.99134,6.60268
F16,-131.345,18.425,3,29,7.92295,7.84005,6.19345
F16,-114.710,-16.600,3,49,5.83798,5.38986,3.57884
F16,-51.678,-1.627,2,78,12.8162,12.8878,10.065
F16,-33.553,100.057,3,45,9.97781,8.93978,7.60217
F16,-148.785,-22.135,4,39,4.91939,4.98796,3.45727
F16,-124.409,-22.003,3,78,7.87279,7.54942,5.4443
F16,-134.421,-18.650,3,26,5.21092,5.5962,4.01763
F16,-56.274,-26.172,3,44,6.93085,6.82872,4.47681
F16,-97.028,-26.209,3,77,6.52845,6.39669,4.94465
F16,-43.342,25.455,3,31,10.7809,9.76764,8.54317
F16,-123.509,-27.363,3,56,7.62127,6.78008,5.23263
F16,-138.861,-17.749,3,18,4.9598,4.66205,3.83998
F16,-41.694,-18.688,3,112,6.16567,6.79655,5.47607
F16,-41.870,16.020,3,53,6.46957,6.12894,4.6829
F16,-89.014,-19.597,3,29,11.7557,11.3697,10.0066
F16,-100.279,-13.873,3,20,6.63714,6.38458,4.81616
F16,-98.712,-3.419,3,41,8.88697,7.9229,5.20704
F16,-93.223,-13.930,3,71,6.38059,6.40633,5.44162
F16,-112.520,-35.058,3,61,4.01494,3.83917,3.01041
F16,-114.550,-19.061,3,30,8.79501,8.51909,7.4682
F16,-77.720,-14.802,3,23,6.84981,6.18899,4.71849
F16,-90.406,16.885,3,55,11.7778,11.8406,11.87
F16,-136.413,25.188,3,26,4.70356,4.723,3.31069
F16,-121.068,-17.687,3,18,4.63004,4.61786,3.42331
F16,-105.129,-24.200,4,72,6.62311,7.26753,5.70781
F16,-111.822,39.168,3,41,6.6456,5.29562,4.03113
F16,-115.916,-14.815,3,51,6.89553,6.7203,5.908
F16,-121.863,-31.198,3,42,6.45808,6.57383,4.34489
F16,-127.494,-28.643,4,33,6.58283,6.46824,3.97657
F16,-112.165,10.528,3,33,5.45742,5.25849,4.25721
F16,-104.016,-20.742,3,19,6.21739,6.26151,5.03717
F16,-87.865,10.923,3,20,10.1082,10.0042,9.56437
F16,-92.940,-10.713,3,50,10.58,11.8003,11.7564
F16,-104.721,-17.629,3,28,6.8911,6.41775,5.16908
F16,-68.879,3.458,3,43,12.8492,13.1289,12.6126
F16,-77.689,-15.163,3,36,4.24091,3.29626,2.51073
F16,-102.674,-25.588,3,41,5.22851,4.15085,3.66208
F16,-128.334,12.943,3,42,5.35539,4.72842,3.31919
F16,-111.779,-15.606,3,41,5.37361,5.56165,3.90802
F16,-112.691,-35.786,3,26,7.76017,5.4425,3.55061
F16,-113.456,-28.600,3,37,5.46816,5.85577,4.11734
F16,-111.156,-23.249,3,21,6.85974,7.01451,4.36777
F16,-79.981,6.334,3,104,11.8796,12.2839,12.3216
F16,-132.057,-20.027,4,69,5.00109,5.121,4.22553
F16,-111.782,-12.037,3,17,5.36526,5.95353,4.35233
F16,-48.987,-6.244,3,67,10.6494,10.5618,9.09958
F16,-29.779,24.750,3,57,10.9155,10.2417,9.74703
F16,-139.159,-29.732,3,14,5.16507,4.94631,3.88349
F16,-76.615,-8.103,3,59,9.65228,9.43374,9.09706
F16,-112.012,47465.426,3,16,7.95961,8.21244,6.38042
F16,-123.130,-25.701,3,98,8.05108,7.78902,5.32219
F16,-140.416,-37.594,3,38,4.99723,4.71533,3.35129
F16,-56.691,-6.816,4,79,9.89918,9.91936,9.09528
F16,-94.595,-3.967,3,59,11.7566,11.6552,10.241
F16,-143.270,-40.964,3,72,3.13461,2.89471,2.10828
F16,-119.479,30.755,3,50,3.37704,3.34857,2.53863
F16,-95.271,-11.294,4,83,12.348,12.7617,12.5453
F16,-81.020,-11.349,3,53,13.1972,13.7746,13.6519
F16,-96.669,-10.781,3,18,7.29924,6.88194,5.43015
F16,-115.008,-25.471,3,38,8.33248,8.39202,6.94379
F16,-97.432,-23.629,3,35,4.65713,3.72103,2.69215
F16,-133.382,-9.350,2,24,4.10416,3.65703,2.48728
F16,-48.966,20.024,3,32,7.53748,6.85723,5.87839
F16,-81.941,1.886,3,42,12.2872,12.7261,12.4804
F16,-130.616,-26.228,3,21,4.74711,3.92501,2.91104
F16,-139.539,-10.796,3,25,4.67693,4.25411,3.01321
F16,-127.204,-34.217,3,46,4.20813,3.45995,2.84309
F16,-54.533,2.471,3,39,12.7632,11.922,7.78952
F16,-80.094,11.345,3,27,7.91505,7.88144,6.0277
F16,-89.372,32.692,3,39,11.1798,10.9303,10.4033
F16,-43.079,8.675,3,84,10.5037,10.9756,11.2665
F16,-75.494,26.432,3,41,6.09744,4.29602,3.58353
F16,-147.725,-15.925,3,30,4.24695,4.79735,3.20526
F16,-123.305,-24.063,2,44,5.07148,5.00727,3.93312
F16,-116.419,-35.449,3,32,4.12687,3.61213,2.7299
F16,-72.580,-26.377,3,59,13.0075,12.5883,11.2984
F16,-77.111,8.490,3,53,10.2728,8.95322,9.09032
F16,-44.309,-16.104,3,45,6.21642,6.26972,5.34811
F16,-79.164,-0.272,3,52,10.2269,10.8374,10.1237
F16,-110.642,19.397,3,57,5.16845,5.71571,4.43566
F16,-35.393,13.895,3,71,9.6518,9.43539,9.43508
F16,-86.810,42.934,3,37,7.14817,7.37066,5.83015
