Worker size,Energy (FA),Energy (MZ),Time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
D8,-91.463,-19.017,2,51,6.31649,6.10959,3.9406
D8,-114.017,-25.710,3,33,6.48962,6.60379,5.51967
D8,-113.393,-25.762,2,32,6.58825,6.04888,4.84718
D8,-112.298,-31.087,2,35,7.3527,7.20992,5.62638
D8,-138.172,-25.618,3,14,4.85772,4.75627,3.61975
D8,-107.771,-35.886,2,35,8.91841,8.65088,6.09279
D8,-82.320,-3.083,2,25,6.90158,6.74804,5.63213
D8,-4.378,-19.484,2,68,11.51,9.15676,8.33735
D8,-97.467,-13.050,2,22,6.29285,5.53485,3.91657
D8,-127.201,-29.347,3,36,6.00323,5.86046,4.56464
D8,-126.944,-27.880,2,47,7.13854,7.40903,5.56793
D8,-106.276,-33.152,2,63,7.45996,7.57628,5.26946
D8,-109.463,-23.922,2,36,5.41046,5.28372,2.79361
D8,-104.180,-23.434,2,30,9.85442,9.57094,8.07124
D8,-79.157,13.680,3,49,13.505,13.6724,13.7085
D8,-51.796,164.474,2,33,12.8425,11.6931,9.55954
D8,-36.997,18.231,2,118,9.51411,8.21991,7.78299
D8,-118.728,-3.299,2,32,5.58691,4.56148,3.41954
D8,-65.127,45.807,3,66,10.0347,9.90201,9.80374
D8,-81.423,-23.726,2,25,7.23172,5.96618,4.42457
D8,-120.238,-12.810,2,24,9.21699,9.02169,6.88087
D8,-97.526,-31.623,2,30,4.48933,3.98813,3.26656
D8,-89.189,2.122,2,96,11.1785,11.6792,11.5155
D8,-18.513,10.808,2,52,8.06465,7.61472,6.69893
D8,-83.860,-16.312,2,19,9.32824,9.01695,7.12225
D8,-90.641,-3.804,2,59,11.301,11.4864,11.6414
D8,-45.615,-18.554,2,21,8.19811,5.94435,5.23312
D8,-64.991,-7.478,2,38,6.39433,6.20603,4.58539
D8,-48.841,-29.644,3,41,9.43012,5.85164,4.88765
D8,-121.681,-26.351,2,31,3.73924,3.50906,2.36164
D8,-101.320,-13.043,2,23,7.28733,6.68603,4.80746
D8,-124.805,154.045,2,31,7.52428,6.46367,6.04671
D8,-90.257,23.108,2,44,6.54599,6.62337,4.8374
D8,-55.416,56.329,2,48,10.4057,11.081,10.4753
D8,-87.471,-5.873,2,30,10.7412,11.6499,11.3946
D8,-131.722,-17.900,2,35,7.09069,6.84636,5.61568
D8,-106.123,16.727,2,86,12.9518,12.5822,11.5495
D8,-88.991,-2.945,2,32,8.23927,8.29251,6.95639
D8,-110.143,-29.224,2,33,4.09508,3.91879,2.76292
D8,-122.929,-11.847,2,42,6.11404,5.05218,3.91971
D8,-88.586,-19.860,2,25,7.06359,7.79611,6.30803
D8,-122.919,-37.635,3,50,4.77052,4.24156,3.61921
D8,-61.422,4.192,2,70,9.807,9.58585,9.09455
D8,-84.637,2.730,2,61,12.4839,12.9852,13.0281
D8,-137.080,-29.880,2,35,3.55505,3.4484,2.44024
D8,-65.240,23.638,2,57,12.4643,12.449,12.2394
D8,-114.940,-17.486,2,33,5.01333,4.07191,2.90635
D8,-105.436,-7.720,2,22,9.94671,9.2869,7.88689
D8,-59.553,8.714,2,84,8.20452,5.78928,5.78287
D8,-123.339,-12.282,2,32,5.8796,5.36988,4.34126
D8,-74.522,-3.892,2,28,12.1799,12.3874,12.6025
D8,-44.790,-21.287,2,35,11.8242,10.3333,8.99835
D8,-108.015,-2.349,2,22,6.99184,6.48569,5.19368
D8,-70.286,-8.516,2,75,10.9469,10.9902,10.1641
D8,-115.951,27.627,2,55,6.95372,7.18814,4.63043
D8,-99.434,-15.357,2,62,6.55071,6.84418,4.63905
D8,-91.474,20.077,3,24,4.62064,4.52825,3.68343
D8,-106.059,-21.164,2,27,4.67775,4.08482,2.42778
D8,-73.566,30.089,2,42,11.3382,11.4934,11.1296
D8,-115.500,9.297,3,58,6.96874,6.78769,4.30754
D8,-93.701,1.277,2,104,11.8586,12.1083,11.9239
D8,-118.871,-17.010,2,30,10.1646,9.92693,8.11799
D8,-10.685,-6.596,2,61,9.31496,9.18245,7.65147
D8,-140.857,-27.543,2,59,3.49087,3.37275,2.46928
D8,-41.172,54.859,2,82,11.639,10.9789,10.4518
D8,-137.089,-9.835,2,17,4.44726,4.16755,3.1596
D8,-113.169,-4.096,2,17,5.43666,5.40293,4.46812
D8,-100.420,-29.339,2,95,6.59686,5.79591,3.93869
D8,-87.841,14.138,2,51,10.1671,9.70984,9.12888
D8,-44.143,4.221,2,41,8.49388,7.00113,6.74851
D8,-116.740,-21.453,3,66,7.05393,7.13426,4.96898
D8,-81.242,-24.790,2,52,8.05859,8.53338,6.12572
D8,-58.271,-1.440,2,84,10.71,10.5947,9.48819
D8,-130.809,-24.572,2,41,6.0846,6.04941,4.31631
D8,-107.971,-25.502,2,17,7.74175,7.09038,5.75715
D8,-99.400,10.527,3,33,4.02201,3.83622,2.6363
D8,-124.067,25.403,2,32,5.71005,5.05768,4.1272
D8,-72.896,-11.690,3,41,10.3313,10.8554,10.8419
D8,-68.321,16.053,2,25,9.09768,8.60586,8.40462
D8,8.914,25.312,3,53,8.87988,8.05922,7.06428
D8,-72.982,-11.160,2,48,11.0754,12.0438,11.4194
D8,-101.530,-23.634,2,27,5.86423,5.85045,4.34883
D8,-106.461,-22.976,2,27,7.07546,6.60095,5.70342
D8,-92.255,30.788,2,53,12.1727,12.1703,11.6219
D8,-99.953,-15.648,3,20,8.51135,7.70789,6.33343
D8,-115.647,-18.644,2,34,4.54821,4.37206,3.51668
D8,-23.363,156.732,2,67,7.8164,7.66044,4.658
D8,-44.115,-9.355,3,80,11.3,11.9683,11.0288
D8,-91.714,-34.763,2,52,7.76635,7.84169,6.49565
D8,-102.663,-38.249,2,37,6.89001,6.55402,4.90245
D8,-47.805,-28.108,2,50,6.91449,4.68184,3.37891
D8,-110.203,-16.089,2,37,6.72136,5.39317,4.04794
D8,-130.960,-16.580,2,37,6.79501,6.66375,4.14591
D8,-80.685,-11.651,2,33,11.4362,11.9116,12.0421
D8,-119.933,-12.851,2,18,5.45839,4.60091,3.68534
D8,-108.230,35.710,2,44,4.28872,4.01908,2.76078
D8,-63.123,-12.106,2,108,10.5752,11.0145,10.0003
D8,-75.450,-4.785,3,153,10.4413,11.2824,10.8415
D8,-38.227,77.578,2,31,7.29108,6.606,5.91927
D8,-76.733,6.585,2,59,10.6013,10.4806,9.60271
D8,-49.654,-2.188,2,33,10.6746,11.3122,10.8733
D8,-88.004,-25.208,3,28,6.49779,6.39968,4.19303
D8,-120.683,-19.330,2,19,6.28705,5.72119,3.91748
D8,-103.972,-21.335,2,32,7.7054,7.46227,6.40286
D8,-75.067,-4.266,2,50,12.9749,13.1829,12.9541
D8,-86.124,-3.919,2,62,10.8839,10.3318,9.38023
D8,-90.294,19.671,2,65,13.9957,13.8882,13.1653
D8,-96.588,-28.004,2,34,7.77871,7.09628,5.33227
D8,-68.008,-18.820,2,44,7.86008,6.26806,4.27713
D8,-136.587,-28.078,2,29,3.34013,3.17121,2.08397
D8,-28.029,113.092,2,42,9.05642,7.79805,6.45828
D8,-105.466,-14.945,3,50,12.1161,12.4779,11.8174
D8,-142.665,-30.757,2,44,3.72825,3.68782,2.76266
D8,-113.469,-0.518,2,17,5.5163,5.28639,3.57422
D8,-145.165,-35.316,2,33,4.05954,3.63723,2.85895
D8,-112.748,-17.809,2,23,5.30485,4.47657,3.46512
D8,-65.465,2.710,2,82,10.7632,10.4753,10.0439
D8,-79.375,25.548,2,40,12.4136,12.7397,12.2542
D8,-6.810,59.310,3,39,11.7055,10.7041,10.0142
D8,-91.949,-12.925,2,33,6.667,6.91961,4.81205
D8,-100.695,-29.765,2,39,5.95621,6.08396,4.27503
D8,-30.658,9.683,2,50,12.2384,11.9835,11.2459
D8,-29.035,33.073,2,33,8.9526,8.73878,7.09185
D8,-103.230,-22.942,2,48,7.4042,6.98041,5.53511
D8,-91.597,9.078,3,28,8.30652,6.96264,5.14763
D8,-132.387,-30.190,3,30,3.40413,3.47524,2.28218
D8,-92.027,21.043,2,37,11.3566,12.2184,11.8458
D8,-72.371,-6.560,2,61,10.431,12.0903,11.5003
D8,-132.601,-18.680,3,22,4.32439,4.43763,3.39199
D8,-47.057,-10.611,2,49,12.2299,12.2876,12.7383
D8,-64.771,-18.779,2,72,8.20504,7.80574,6.02297
D8,-83.449,24.967,2,48,9.98514,9.70467,9.43029
D8,-85.997,-6.588,2,86,7.33738,7.71454,4.3943
D8,-64.937,-13.812,2,28,9.82971,9.10392,8.32079
D8,-71.433,-9.733,2,96,7.55373,5.38752,4.18382
D8,-39.477,-7.597,2,100,8.42709,5.91203,5.52276
D8,-81.163,0.027,2,45,10.8221,10.6715,9.74865
D8,-118.919,24301.973,2,15,4.53157,6.11481,5.08684
D8,-72.323,-18.020,2,59,12.4702,13.2439,12.929
D8,-79.868,-23.152,2,47,6.0059,5.80762,4.13891
D8,-50.992,102.039,2,108,13.4215,13.3241,13.4928
D8,-121.401,-14.789,2,41,9.84649,9.53458,9.60143
D8,-39.581,28.592,2,56,12.0938,13.4583,13.0143
D8,-102.589,5.259,2,23,7.10208,6.42415,5.47168
D8,-120.085,-29.217,2,35,4.4242,4.62344,3.87693
D8,-79.495,-5.196,3,29,8.25755,8.42266,6.76609
D8,-112.597,-20.581,2,51,5.33048,5.26417,4.27643
D8,-110.897,-16.650,3,15,8.41768,7.64528,7.37566
D8,-80.523,-13.921,2,44,4.74648,4.47147,3.12001
D8,-4.226,614.753,2,40,6.14542,6.66323,5.52633
D8,-119.234,-14.342,2,27,5.39224,5.0278,3.59025
D8,-95.342,-32.938,2,56,6.09795,5.52453,3.48464
D8,-53.812,9.478,2,40,11.8188,11.5476,10.3661
D8,-62.063,29.803,2,46,9.83363,9.65585,9.09753
D8,-112.319,-3.333,2,28,6.72564,6.84766,5.06972
D8,-65.645,28.488,2,49,10.1888,9.99346,9.01568
D8,-86.495,25.080,2,77,12.1964,12.0237,9.72239
D8,-119.961,-15.551,2,48,5.57169,5.01615,3.91289
D8,-91.106,-16.037,2,34,7.99026,7.95071,7.31572
D8,-132.246,14.843,2,37,4.87543,5.0016,3.48994
D8,-123.424,-25.205,2,51,10.9896,10.6513,9.13656
D8,-79.685,-18.430,3,29,6.45429,5.55641,4.2849
D8,-105.534,-6.223,3,43,8.00181,7.67699,6.93561
D8,-65.858,12.253,2,61,8.91842,8.08258,7.88805
D8,-117.146,-13.294,3,26,5.31497,5.45601,4.43306
D8,-110.365,-27.383,2,46,8.01591,8.36634,6.68995
D8,-120.642,-31.444,3,47,6.65448,6.07378,4.89834
D8,-80.953,-4.995,2,31,13.0117,13.6124,10.096
D8,-29.097,-20.625,2,41,12.0456,11.8091,9.11606
D8,-77.070,7.003,2,85,12.0672,12.8261,12.3368
D8,-29.325,41.363,2,69,13.4411,13.4345,12.4737
D8,-97.005,-26.047,2,45,6.49047,6.77367,5.03129
D8,-65.669,-6.517,2,32,13.9544,14.4671,13.2637
D8,-79.222,-15.813,2,62,13.0557,13.4951,13.3149
D8,-121.495,20.363,2,35,3.97428,3.82257,3.05634
D8,-3.434,-16.159,2,39,9.8409,10.8991,10.8771
D8,-103.253,-23.090,2,54,8.08504,7.63685,5.64509
D8,-55.246,46.519,2,51,6.73192,4.30677,3.569
D8,-54.048,11.540,2,45,11.7589,11.4309,11.1475
D8,-128.929,-20.899,2,21,8.72962,8.95608,6.8102
D8,-120.425,-14.779,2,21,11.9781,12.274,9.71448
D8,-94.423,27.500,3,46,4.33615,4.19406,3.47202
D8,-76.219,-9.856,2,38,8.58847,6.13775,4.47148
D8,-97.113,-26.184,2,45,6.90704,7.18218,4.90938
D8,-10.826,2.210,2,70,10.6722,9.27527,8.78909
D8,-34.739,-4.927,2,68,9.48545,9.81439,9.42642
D8,-92.147,2.696,2,49,7.27036,7.02396,4.92452
D8,-83.947,-15.516,2,66,12.2589,12.3451,11.4337
D8,-82.777,-4.546,2,47,8.91776,8.54559,6.74304
D8,-122.914,-19.681,2,31,4.24258,3.5821,2.36321
D8,-113.855,-18.734,2,45,4.78858,4.49614,3.61176
D8,-98.574,5.308,2,84,13.6133,14.3978,13.9667
D8,3.567,-5.760,2,57,10.6002,9.88682,8.81391
D8,-112.752,12.349,2,49,5.92162,6.10061,3.81922
D8,-98.137,-29.276,2,41,6.31591,5.49779,3.98955
D8,-60.353,-25.037,2,48,6.48049,6.33995,5.39829
D8,-22.331,9.663,2,27,6.61612,6.15902,5.20197
D8,-105.596,-2.128,2,30,7.26867,6.90915,6.06789
D8,-127.606,-34.182,2,18,2.73311,2.63453,2.20248
D8,-77.379,-26.114,2,40,12.048,11.5614,7.77392
D8,-29.069,-16.994,2,28,12.9411,13.0742,12.6157
D8,3.283,11.985,2,47,8.38911,7.22044,5.61543
D8,-92.389,-10.745,2,48,11.1844,11.8445,11.8502
D8,-92.997,-21.637,2,19,3.26592,3.37441,2.53957
D8,-106.083,-20.775,2,62,7.08524,5.54321,3.66543
D8,-88.848,-19.657,2,28,8.63194,8.39442,6.67637
D8,-70.197,29.326,2,89,12.0335,11.3789,11.3249
E12,-9.814,-5.117,3,61,7.20843,7.78361,6.79501
E12,-88.055,-5.499,3,42,10.2442,9.55999,9.30938
E12,-82.723,-29.718,2,33,10.2103,9.24897,7.68325
E12,-126.137,-42.345,3,27,4.43818,4.33656,3.40731
E12,-120.345,-21.422,3,39,7.34576,7.36251,5.61151
E12,-106.681,-31.202,2,45,6.40738,5.98531,4.35776
E12,-91.457,-24.586,3,28,8.52031,7.32738,6.19634
E12,-86.678,6.610,2,33,11.1051,12.6589,11.8387
E12,-125.660,9.113,2,30,4.14161,3.2382,1.98
E12,-124.923,-24.133,3,66,3.81804,4.03705,3.00198
E12,-124.626,-13.595,3,40,6.66794,6.69064,6.01753
E12,1.980,-19.866,3,46,8.62672,7.79435,4.99382
E12,-127.305,-22.319,3,38,7.34202,6.88001,5.22275
E12,-100.091,3.718,3,25,10.833,11.2018,10.419
E12,-60.538,93.500,3,35,6.96871,6.94145,4.49729
E12,-113.416,-10.612,2,43,5.86431,6.27366,3.55714
E12,-61.440,157.125,2,36,11.7642,10.6646,9.66463
E12,-46.183,-18.514,3,35,12.1203,13.0771,12.8146
E12,-31.551,182.984,3,88,10.5777,10.4894,9.32101
E12,-100.086,-23.344,3,24,8.71968,8.81966,7.28944
E12,-95.214,-7.483,3,32,6.108,5.9247,4.22175
E12,-120.513,-33.398,3,23,8.43543,8.36224,6.56761
E12,-102.041,-18.998,2,42,8.64739,8.72661,7.40778
E12,-104.866,-27.443,2,28,6.36279,6.43539,4.24234
E12,-99.611,-16.708,2,22,6.0976,5.71153,4.42533
E12,-24.540,16.056,2,41,12.5273,10.9822,9.76954
E12,-35.538,24.554,3,20,7.93853,7.49923,4.40633
E12,-58.217,-24.121,3,40,14.1786,11.8959,9.2276
E12,-82.125,7.611,2,18,13.4223,13.4672,10.4272
E12,-97.001,-12.854,2,24,8.46927,8.12167,5.93909
E12,-77.821,44.040,2,42,11.163,11.2407,10.506
E12,-113.815,-15.208,3,56,9.63379,8.18807,7.28129
E12,-138.591,-3.487,3,41,3.86642,3.6003,2.69876
E12,-37.098,-14.239,3,29,7.37908,7.48662,4.46816
E12,-48.409,17.080,2,62,6.84438,6.76771,5.47511
E12,-117.982,-16.016,2,33,5.26501,5.20269,3.89637
E12,-92.755,34.644,2,54,13.2913,13.4275,11.4364
E12,-15.552,-3.240,3,23,12.9129,12.3437,9.84442
E12,-135.442,-32.515,2,20,3.9113,3.60417,2.78385
E12,-126.875,-24.013,3,16,4.91586,4.93903,3.81622
E12,-113.966,-24.726,3,45,8.79616,8.35999,6.89426
E12,-124.454,-36.867,2,40,6.89,6.86696,4.32991
E12,-61.104,-12.388,3,42,6.84609,5.17781,3.83967
E12,-100.720,-12.441,3,24,6.80643,6.60769,5.25526
E12,-35.297,5.206,3,23,7.366,6.83484,5.96534
E12,-120.375,-22.801,3,48,6.01452,5.96446,4.70883
E12,-87.608,-8.917,2,114,12.6939,13.6302,13.4591
E12,-97.112,-34.638,2,48,6.91388,7.03532,5.17071
E12,-116.884,-23.388,2,20,4.73766,4.04269,3.44473
E12,-119.182,-23.504,3,37,12.6629,12.5475,12.3199
E12,-67.953,-6.283,2,56,8.45717,8.11429,7.96385
E12,-55.191,6.712,2,51,7.60607,7.06816,5.01109
E12,-87.565,23.673,3,38,11.3521,11.4029,10.4199
E12,-89.354,-17.164,3,35,10.9942,10.7247,10.3189
E12,-74.129,-30.736,3,38,8.51986,6.73895,4.15301
E12,-123.992,4.423,2,46,6.724,6.00355,4.72536
E12,-84.339,-17.512,3,46,8.65912,7.98528,7.33247
E12,-84.768,-3.714,2,67,13.1131,13.1564,13.4605
E12,-72.614,-22.814,2,31,13.2535,13.4389,13.3018
E12,-124.313,-35.051,2,28,6.33201,5.46998,4.3068
E12,-87.562,28.351,3,35,7.03171,6.39323,5.91992
E12,-79.722,-6.697,3,50,12.6054,13.2821,13.3153
E12,-101.430,82.167,2,28,6.79616,6.11762,3.76367
E12,-108.510,-4.263,2,21,7.51231,7.10835,4.94031
E12,-10.105,7.915,2,94,10.745,9.9593,9.18105
E12,-146.707,-23.137,2,49,4.7323,4.16366,2.94319
E12,-110.794,-0.569,2,52,8.36487,8.64614,8.04701
E12,-112.562,-7.734,2,19,8.03964,7.38886,5.73241
E12,-109.709,-3.632,3,55,9.15242,9.40089,7.56393
E12,-122.664,-15.634,3,34,9.08177,8.91039,8.59212
E12,-94.670,28.093,2,58,11.0157,10.9528,10.7153
E12,-73.642,14.031,3,46,10.7838,10.7298,9.83697
E12,-140.041,-22.280,3,27,4.75696,4.40614,3.69655
E12,-107.562,-3.917,3,54,12.5779,12.8338,12.8834
E12,-110.577,-30.140,2,72,5.53703,5.40724,3.84079
E12,-124.447,-24.147,3,62,7.50016,6.28124,4.37193
E12,-118.590,-24.045,3,38,6.38649,6.50313,4.42366
E12,-66.089,-6.126,2,26,10.4042,11.2269,10.3677
E12,-34.616,12.878,2,104,11.745,10.0465,7.92943
E12,-140.391,-28.245,3,18,5.07408,4.3782,3.58345
E12,-104.827,-33.227,2,45,9.14965,9.56271,7.23421
E12,19.963,-6.079,3,53,10.5297,9.40561,8.25132
E12,-117.852,-10.895,3,25,7.883,7.50873,5.8608
E12,-78.094,4.039,2,42,11.3961,12.1009,11.48
E12,-92.113,36.209,2,38,9.31743,8.75813,8.5138
E12,-36.754,9.414,2,115,9.59764,9.62152,8.56411
E12,-111.552,70479.117,3,11,5.17296,5.23726,4.66203
E12,-109.578,-15.251,3,35,13.6482,13.8062,13.2437
E12,-57.614,-27.546,3,49,11.7592,10.7343,7.90369
E12,-93.800,-1.730,3,24,15.2842,14.4729,14.0145
E12,-79.911,8.870,2,51,5.50063,3.74038,3.58621
E12,-78.303,9.462,3,30,11.149,11.3556,11.1958
E12,-79.637,-0.282,3,49,11.2964,10.8363,10.4709
E12,-126.973,-28.425,2,48,5.47701,4.70152,3.05495
E12,-98.771,-21.881,3,39,5.89301,5.55268,4.80372
E12,-136.354,67.973,3,40,6.1843,5.93855,4.63646
E12,-78.280,8.614,3,33,11.875,11.3075,10.9688
E12,-125.170,19.429,3,58,3.9895,3.48934,2.42794
E12,-60.510,-9.566,3,40,8.19091,6.22235,4.93995
E12,-85.134,-9.822,3,25,13.4295,13.3972,13.1482
E12,-25.590,13.077,3,31,5.7875,5.45789,4.76777
E12,-120.985,-12.287,2,36,8.36558,7.57809,5.69678
E12,-144.756,-21.285,2,20,3.42613,3.1662,2.40194
E12,-62.190,10.540,3,38,10.9988,11.0167,9.81645
E12,-72.432,-13.556,3,85,11.1007,11.9002,11.168
E12,-124.741,-32.596,3,36,7.00812,7.08471,3.82086
E12,-92.038,-10.573,3,17,5.92903,5.60041,4.77945
E12,-128.295,-29.781,2,23,7.67675,7.47697,5.184
E12,-59.921,-10.774,2,60,7.30406,7.43066,4.95022
E12,-82.495,23.008,3,34,11.6126,13.1409,12.6763
E12,-65.888,1.119,2,43,12.7989,12.5773,12.5066
E12,-88.371,-10.367,3,40,13.8817,13.4774,13.2158
E12,-119.103,-26.204,3,108,7.48724,6.3877,4.10687
E12,-53.608,-4.275,2,94,12.7456,12.5886,12.6681
E12,-64.990,6.258,3,39,7.81127,7.21852,7.10552
E12,-60.025,7.290,3,84,14.054,13.1441,11.6991
E12,-84.164,-8.728,3,41,10.2212,9.91132,9.27974
E12,-116.818,-22.488,3,17,7.48498,7.08337,4.8363
E12,-38.182,-15.777,3,91,6.63992,5.64521,4.95219
E12,-110.202,-31.638,3,41,7.6265,7.1002,4.17542
E12,-133.965,-28.554,3,49,4.58904,5.10126,3.12069
E12,-62.319,18.457,2,111,9.40643,9.44424,8.48389
E12,-115.010,-33.271,3,32,5.73867,4.94566,3.6493
E12,-44.866,15.106,2,80,10.2833,10.2651,9.89205
E12,-107.063,-16.513,2,52,6.37724,6.09188,5.12738
E12,-113.690,-14.680,2,83,7.27178,7.29472,6.43309
E12,-136.170,-31.614,2,38,4.46835,3.72127,2.50921
E12,-81.175,-15.128,2,47,12.8405,12.9964,12.9024
E12,-56.151,-27.221,2,59,6.77328,7.45252,5.20692
E12,-98.583,-21.355,3,49,5.05471,5.21817,3.26881
E12,-115.137,-3.987,2,43,4.56566,4.65308,2.96873
E12,-37.581,-0.990,2,44,10.4499,8.3092,7.48937
E12,-21.488,74.636,3,66,10.8638,10.2778,7.60474
E12,-131.454,-15.362,3,27,5.13916,5.10687,4.07258
E12,-66.810,-1.514,2,63,11.0159,11.8475,10.8565
E12,-84.307,16.651,2,22,11.2234,11.1035,10.643
E12,-78.586,72.498,3,28,11.5973,11.6403,11.8629
E12,-73.365,4.616,2,44,8.45558,8.19075,8.11157
E12,-110.872,-15.241,2,21,9.0618,9.36826,7.07232
E12,-103.282,-19.322,2,35,7.80668,7.04234,4.5201
E12,-103.092,-15.028,3,27,6.37096,6.00619,4.48565
E12,-134.829,-19.280,3,25,5.598,4.94561,3.61051
E12,-90.139,9.498,3,44,12.8696,12.8996,12.925
E12,-96.873,-19.373,3,51,5.72146,6.71587,5.24735
E12,-122.969,-28.627,2,70,5.29373,4.69042,3.76298
E12,-108.960,-20.651,2,55,5.59349,5.04077,3.53359
E12,-118.090,-11.754,3,20,7.06805,6.99975,5.43276
E12,-104.995,0.884,3,61,10.2101,10.355,8.87786
E12,-85.073,-9.826,3,22,6.2572,5.7931,3.94983
E12,-46.267,25.112,2,69,7.92917,7.80914,6.95543
E12,-119.969,-29.564,2,15,4.48356,4.08246,3.61025
E12,-74.907,4.871,3,28,12.3166,12.2919,11.1726
E12,-0.359,211.631,2,56,7.51261,6.29602,5.09766
E12,-147.453,-25.127,3,55,5.1927,5.1576,3.34393
E12,-124.784,-23.030,3,27,5.49203,4.96159,4.10294
E12,-96.778,-9.745,3,21,5.85463,5.61752,4.56452
E12,-114.416,-6.427,3,55,9.71317,9.74324,8.48698
E12,-78.936,-18.771,3,18,9.61849,8.97314,7.60742
E12,-37.139,101.830,2,45,13.8239,13.8736,13.653
E12,-111.560,-23.973,3,23,9.45303,8.99611,7.03951
E12,-84.963,5.312,2,37,9.9642,9.62943,9.13097
E12,-51.680,-10.496,3,45,4.49389,3.76641,2.55038
E12,-87.362,16.571,2,29,7.53254,7.32545,4.34229
E12,-131.116,-6.725,3,27,3.94363,3.66764,3.11785
E12,-124.274,-6.733,2,24,7.31537,6.93103,4.26756
E12,-113.645,-5.733,3,43,9.42455,9.6898,7.95742
E12,-84.501,-4.812,3,43,10.7486,10.0622,9.45965
E12,-118.518,41.873,3,30,6.49379,6.3893,5.41282
E12,-122.523,-21.246,3,64,5.88172,4.66759,3.29849
E12,-24.081,-0.107,3,20,8.17534,7.32472,7.23683
E12,-66.305,-8.581,3,36,12.3119,11.9407,11.6319
E12,-36.271,21.124,3,52,12.1233,11.4944,11.0956
E12,-123.618,-23.888,3,35,5.09049,4.28019,3.00939
E12,-112.218,-16.106,2,38,7.44361,7.36489,5.50627
E12,-114.380,3.604,3,53,6.46897,4.8639,3.26412
E12,-57.149,-0.443,2,42,12.5054,11.6188,10.3192
E12,-73.987,-2.302,3,82,12.6346,12.4507,12.6105
E12,-62.571,-0.557,3,71,11.5164,11.1467,10.801
E12,-70.743,1.796,3,23,12.3586,12.2545,12.3987
E12,-122.939,-6.703,3,53,5.63333,5.6385,4.02223
E12,-90.848,-17.846,3,51,4.76973,4.11566,3.31923
E12,-55.053,2.962,3,47,12.9937,12.7091,10.8142
E12,-89.666,-10.865,3,40,7.73784,6.96069,4.96853
E12,-112.337,-16.076,2,30,4.75172,5.24934,4.63717
E12,-38.927,22.972,2,43,10.4346,8.11976,8.0926
E12,-93.659,-21.878,3,39,7.0921,6.85921,5.41026
E12,-57.613,19.166,3,41,12.2108,12.7431,12.1388
E12,-59.365,8.795,2,49,13.0012,12.9316,12.0018
E12,-76.792,-0.839,2,29,12.6291,12.6461,12.4029
E12,-116.976,-15.827,3,28,7.59563,7.23778,5.59643
E12,-81.315,-1.710,3,47,9.79624,10.478,9.81865
E12,-101.139,0.307,3,40,10.6942,10.2787,9.13442
E12,-121.321,-20.122,2,37,6.54915,6.41256,3.97558
E12,-111.906,3.110,3,51,9.09026,9.17098,8.07031
E12,-57.246,-14.121,2,78,12.1133,11.7485,10.6874
E12,-124.967,-25.594,2,45,5.52224,5.00352,4.05449
E12,-77.433,2.119,2,38,13.3023,14.0533,13.471
E12,-67.072,-17.434,3,56,7.87545,6.36178,4.66798
E12,-135.279,3.698,3,35,3.63626,3.69913,2.7822
E12,-102.326,-14.582,3,18,7.17575,6.99174,4.54996
E12,-78.473,4.090,3,44,13.6141,14.1798,12.0028
E12,-109.679,-9.532,2,41,7.85007,6.49947,5.00883
E12,-79.425,-22.810,2,42,8.71486,8.46338,6.42312
E12,-69.028,-1.833,2,36,12.597,12.7903,12.2152
E12,-133.655,4.750,2,39,3.83697,3.5699,2.70642
E12,-102.654,14.754,3,44,6.17337,5.17389,4.89673
E12,-100.706,-15.265,3,39,8.3394,8.38855,5.21194
E12,-122.711,-15.807,3,46,4.50807,4.74477,3.29935
E12,-114.210,-18.402,2,23,6.01961,5.4828,4.11064
E12,-124.584,-27.504,2,88,8.87215,9.72578,7.60712
E12,-102.315,-27.920,3,32,8.9059,8.1635,7.18948
E12,-46.039,371.331,3,29,7.84979,8.0224,5.32607
E12,-43.219,10.139,3,49,6.01967,5.509,4.67339
E12,-102.805,-11.776,3,57,6.59599,5.78719,4.43617
E12,-24.920,-14.662,3,57,9.31023,8.03414,7.65758
E12,-118.274,-26.109,3,28,5.49878,5.05017,3.75512
E12,-112.072,0.260,2,59,6.97355,6.2038,4.80523
E12,-109.139,-20.988,2,40,5.04173,4.49646,3.59432
E12,-105.712,-18.993,2,31,6.66112,6.87944,5.43852
E12,-46.078,54.743,2,53,13.2603,13.4168,11.951
E12,-42.407,-15.256,3,39,12.2096,12.1522,12.3672
E12,-91.768,-14.335,2,38,9.87948,9.8605,7.73728
E12,-136.728,-25.627,2,50,5.85893,5.54609,4.63733
E12,-94.556,-4.216,3,33,13.3901,12.8015,12.5563
E12,-123.254,-21.914,2,27,5.11151,4.73081,3.58574
E12,-93.898,38.492,3,49,12.3224,12.2378,11.5244
E12,-90.515,64.792,3,45,12.334,12.2865,11.2622
E12,-115.136,5.305,2,33,7.6491,7.10578,5.09493
E12,-54.479,19.801,2,95,10.9129,10.9015,10.0887
E12,-77.856,-2.702,3,48,11.6844,12.0484,11.0752
E12,-112.097,-31.726,3,69,6.82377,5.91521,4.7854
E12,-57.239,14.849,2,21,11.6122,11.4023,10.5466
E12,-89.858,-10.662,2,41,8.14982,7.32173,6.19333
E12,-81.811,3632.036,3,33,6.97558,10.7387,9.3976
